suite_id,extractor,aggregator,query_count,h1_count,h0_count,h1_median,h0_median,paired_margin_mean,paired_margin_median,auroc,average_precision,auroc_ci_low,auroc_ci_high,permutation_p,holm_corrected_p,signal_detected
genimage_256,noiseprint,mean,60,60,120,0.6715942019400103,0.6653686069689022,0.006044938086624366,0.006187662315973008,0.5727777777777778,0.4317908511708893,0.5508229166666666,0.6030555555555556,4.999750012499375e-05,0.0023998800059997,True
genimage_256,noiseprint,median,60,60,120,0.6581669429825692,0.652913390881741,0.0061782109869298555,0.006237251593655513,0.5701388888888889,0.43871108891960187,0.5445798611111111,0.6048611111111111,4.999750012499375e-05,0.0023998800059997,True
genimage_256,noiseprint,prnu_mle,60,60,120,0.6335672335364231,0.6259876885586853,0.01173922227965863,0.012325225122478967,0.5495833333333333,0.4123138391725051,0.5340277777777778,0.5740347222222223,4.999750012499375e-05,0.0023998800059997,True
genimage_256,noiseprint,trimmed_mean,60,60,120,0.6676617026351994,0.6617521561549115,0.006200847140620131,0.006399169321631593,0.5741666666666667,0.4367781954682148,0.5512465277777777,0.6076458333333332,4.999750012499375e-05,0.0023998800059997,True
genimage_256,srm,mean,60,60,120,0.006323632029693168,0.0012687108967329567,0.13341669546432022,0.010045628285596348,0.6570833333333334,0.6394561218080005,0.5624861111111111,0.7513923611111111,4.999750012499375e-05,0.0023998800059997,True
genimage_256,srm,median,60,60,120,0.0073446202693990955,0.0014190217193132339,0.15576771374993362,0.008366799791407198,0.704861111111111,0.6351279694725405,0.6354097222222223,0.7704236111111111,4.999750012499375e-05,0.0023998800059997,True
genimage_256,srm,prnu_mle,60,60,120,0.02013885754179537,0.01266188808774175,0.11654665698785076,0.010167496353140912,0.668611111111111,0.6703540424343812,0.5795833333333335,0.7568090277777777,4.999750012499375e-05,0.0023998800059997,True
genimage_256,srm,trimmed_mean,60,60,120,0.008255338564370843,0.0010371536432149035,0.15497286939436095,0.010484577626609072,0.7006944444444444,0.6486401696677585,0.6165277777777778,0.7845868055555555,4.999750012499375e-05,0.0023998800059997,True
genimage_256,wavelet,mean,60,60,120,0.0034375682307572018,0.0003635010780676756,0.003704716638233779,0.0027665546972678746,0.6643055555555555,0.5865976675806465,0.5818020833333334,0.7518090277777777,0.00014999250037498125,0.0038998050097495125,True
genimage_256,wavelet,median,60,60,120,0.0031373600303398917,0.0001078979732841362,0.004043776596407563,0.0035431184963100265,0.6829166666666666,0.6220275566623004,0.5973506944444444,0.7618055555555555,4.999750012499375e-05,0.0023998800059997,True
genimage_256,wavelet,prnu_mle,60,60,120,0.008150162408944315,0.006272073406043868,0.003235491658998576,0.002202126963497653,0.6002777777777778,0.527502116241658,0.5297152777777778,0.6733506944444444,0.0007999600019999,0.0191990400479976,True
genimage_256,wavelet,trimmed_mean,60,60,120,0.002894455380962503,0.000486036331322956,0.004231006609271443,0.0027745192806986584,0.689861111111111,0.6274534623341241,0.5987430555555556,0.7751458333333332,4.999750012499375e-05,0.0023998800059997,True
genimage_512,low_bit,mean,60,60,120,0.00035820993772921314,0.0004958642463353129,-7.029048608099085e-05,-8.797786374257225e-05,0.48416666666666663,0.35141824371179664,0.40402083333333333,0.5740381944444444,0.5603719814009299,1.0,False
genimage_512,low_bit,median,60,60,120,0.00021727170821795856,0.00014614488537422672,0.00012601290304884528,-0.000132986942148484,0.5145833333333333,0.37734393028763297,0.42708333333333337,0.6011180555555555,0.37003149842507876,1.0,False
genimage_512,low_bit,prnu_mle,60,60,120,0.00034788112505431486,0.0007737099462983906,-0.0005863417718037086,-0.00021795500789749433,0.4294444444444444,0.3016021642147209,0.35096180555555556,0.5087604166666666,0.9031548422578871,1.0,False
genimage_512,low_bit,trimmed_mean,60,60,120,0.0003296810299539442,0.00047762213911014357,-8.89948940245944e-05,1.0050749768025742e-05,0.48208333333333325,0.35081604942079925,0.39220138888888895,0.5707083333333334,0.576471176441178,1.0,False
genimage_512,noiseprint,mean,60,60,120,0.4017377205467665,0.40188425152833496,0.0016541671153570978,0.0007622992194242229,0.5148611111111111,0.37228857437382423,0.4774965277777778,0.5516805555555554,0.09499525023748813,1.0,False
genimage_512,noiseprint,median,60,60,120,0.3812178524392972,0.38197428254523025,0.0016221874542945824,0.0004264329160295621,0.5131944444444444,0.36770813801277213,0.47138194444444453,0.5559756944444444,0.1023448827558622,1.0,False
genimage_512,noiseprint,prnu_mle,60,60,120,0.35847481418805305,0.3453451411142566,0.0038131118638014953,-0.005751841546598531,0.5302777777777778,0.36020815694540353,0.4915243055555556,0.5741666666666666,0.20463976801159942,1.0,False
genimage_512,noiseprint,trimmed_mean,60,60,120,0.39543251303888255,0.39644230642452816,0.0016752195024081705,0.0008115237639862716,0.513611111111111,0.36660412640736983,0.4753993055555556,0.5527812499999999,0.09619519024048798,1.0,False
genimage_512,srm,mean,60,60,120,0.002451762797115778,0.0021868671994650854,0.00045069073723034145,0.0002896321425244683,0.5177777777777778,0.38557812730835905,0.4291597222222223,0.5976527777777776,0.25323733813309335,1.0,False
genimage_512,srm,median,60,60,120,0.002494496994001092,0.0027005808268770995,1.0453237063546964e-05,-6.585960720897357e-05,0.46638888888888885,0.34284616099074194,0.3805486111111111,0.5513888888888889,0.4953252337383131,1.0,False
genimage_512,srm,prnu_mle,60,60,120,0.026035890733043,0.025022006019051975,0.0007554538896876868,0.0001442019864440593,0.5298611111111111,0.3603835300115501,0.48456944444444444,0.57903125,0.18419079046047698,1.0,False
genimage_512,srm,trimmed_mean,60,60,120,0.0023862764154966463,0.002891805010959753,0.00022780307308597415,3.619410646742263e-05,0.4845833333333334,0.36252633412370283,0.39957638888888897,0.5686354166666666,0.3657317134143293,1.0,False
genimage_512,wavelet,mean,60,60,120,0.0009146640341305941,0.0008914699447253431,0.0003711681172406542,0.00010081404516433079,0.48125000000000007,0.3414780150316328,0.38082638888888887,0.5776388888888889,0.3452327383630818,1.0,False
genimage_512,wavelet,median,60,60,120,0.0009505472858340919,0.0007810313062079008,0.0003415019399170576,0.0001420364159766707,0.5113888888888889,0.34903256835918833,0.41291319444444446,0.6131944444444445,0.2687865606719664,1.0,False
genimage_512,wavelet,prnu_mle,60,60,120,0.009465037713342287,0.008958097916958742,0.000301817672345333,-0.00015924788442036502,0.49847222222222226,0.36113259407696685,0.43902083333333336,0.5579166666666666,0.3069846507674616,1.0,False
genimage_512,wavelet,trimmed_mean,60,60,120,0.0007765602482686918,0.001069842890388592,0.000268313024933662,-0.0001772088455814628,0.4791666666666667,0.349359981184581,0.3818020833333334,0.5811145833333333,0.3605319734013299,1.0,False
